title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
ای سرزمین من: مجموعه اشعار خسرو گلسرخی,,sl nshr: 1383 - chp pnjm; chp wl: 1373,https://images.gr-assets.com/books/1455877936m/2710968.jpg,2710968,3.31,75,5,https://www.goodreads.com/book/show/2710968,Poetry,per,141
ريشه در خاک,,,https://images.gr-assets.com/books/1503764386m/1874907.jpg,1874907,4.07,73,6,https://www.goodreads.com/book/show/1874907._,Poetry,per,0
رساله دلگشا,,,https://images.gr-assets.com/books/1453324073m/1330743.jpg,1330743,4.2,72,9,https://www.goodreads.com/book/show/1330743._,Poetry,per,334
در بند کردن رنگین کمان,,"chp qbly nshr nqrh 1368, chp wl nshr chshmh: 1378
chp shshm ( pnjm chshmh ) : sl 1391",https://images.gr-assets.com/books/1433261156m/452923.jpg,452923,3.69,72,12,https://www.goodreads.com/book/show/452923._,Poetry,per,96
پسته لال سکوت دندان شکن است,,,https://images.gr-assets.com/books/1314309520m/8265176.jpg,8265176,3.14,72,9,https://www.goodreads.com/book/show/8265176,Poetry,per,104
حجم سبز,,,https://images.gr-assets.com/books/1415893599m/6968794.jpg,6968794,4.09,71,11,https://www.goodreads.com/book/show/6968794,Poetry,per,174
دوزخ (کمدی الهی، #1),,"Guided by the poet Virgil, Dante plunges to the very depths of Hell and embarks on his arduous journey towards God. Together they descend through the twenty-four circles of the underworld and encounter the tormented souls of the damned - from heretics and pagans to gluttons, criminals and seducers - who tell of their sad fates and predict events still to come in Dante's life. In this first part of his Divine Comedy, Dante fused satire and humour with intellect and soaring passion to create an immortal Christian allegory of mankind's search for self-knowledge and spiritual enlightenment.",https://images.gr-assets.com/books/1394566902m/3782420.jpg,3782420,3.99,71,12,https://www.goodreads.com/book/show/3782420,Poetry,per,541
شعر زمان ما - فروغ فرخزاد,,,https://images.gr-assets.com/books/1268628459m/571573.jpg,571573,3.82,71,4,https://www.goodreads.com/book/show/571573._,Poetry,per,340
دیوان عطار نیشابوری,,"This Book Contains:
1.Ghasayed
2.Ghazaliyyat
3.Tarjee'at",https://images.gr-assets.com/books/1328709638m/1738819.jpg,1738819,4.32,70,6,https://www.goodreads.com/book/show/1738819._,Poetry,per,0
بوی جوی مولیان,,,https://images.gr-assets.com/books/1429535414m/2609649.jpg,2609649,3.8,70,8,https://www.goodreads.com/book/show/2609649,Poetry,per,84
غزلیات شمس تبریز,,"One of the the greatest works of Persian Literature ,a Collection of Lyric Poems that contains more than 40,000 verses, My Belief is it's a literary Masterpiece.",https://images.gr-assets.com/books/1509199673m/8701135.jpg,8701135,4.55,69,4,https://www.goodreads.com/book/show/8701135,Poetry,per,1538
روباه سفیدی که عاشق موسیقی بود,,"A White Fox Who Was in Love with Music, Sara Mohammadi Ardehali
`nwn: rwbh sfydy khh `shq mwsyqy bwd; sh`r: sr mHmdy rdhly; thrn, mwssh y ntshrty ahng dygr; 1388; dr 157 S; shbkh: 9789648433456; mwDw`: shhr sh`rn m`Sr yrny qrn 21 m",https://images.gr-assets.com/books/1318460079m/6599577.jpg,6599577,3.53,68,13,https://www.goodreads.com/book/show/6599577,Poetry,per,157
راز گل سرخ,,nqd w gzynhy sh`rhy shrb sphry,https://images.gr-assets.com/books/1291509883m/7066392.jpg,7066392,4.03,66,2,https://www.goodreads.com/book/show/7066392,Poetry,per,239
نامه های عاشقانه و منظومه عین القضات و عشق,,,https://images.gr-assets.com/books/1363812388m/17664946.jpg,17664946,3.7,66,13,https://www.goodreads.com/book/show/17664946,Poetry,per,211
ترانه های پینک فلوید,,,https://images.gr-assets.com/books/1380960507m/4007720.jpg,4007720,3.84,61,11,https://www.goodreads.com/book/show/4007720,Poetry,per,365
غرق شدن در آکواریوم,,,https://images.gr-assets.com/books/1431343098m/20341578.jpg,20341578,3.79,61,10,https://www.goodreads.com/book/show/20341578,Poetry,per,101
فاوست,,"""faust"" marrof-tarin asar e ""Goethe"" ast ke be yaghin bishtarin salhaye omre in honarmand ra be khod matof kard .
faust az namayesh-nameh ""doctor faustos "" asare ""Christopher marlo""
eghtebas shode ast .",https://images.gr-assets.com/books/1447011295m/1579579.jpg,1579579,3.97,59,4,https://www.goodreads.com/book/show/1579579._,Poetry,per,420
شبگیر,,,https://images.gr-assets.com/books/1338755100m/2368727.jpg,2368727,4.02,58,6,https://www.goodreads.com/book/show/2368727._,Poetry,per,63
بی‌بی یون,,,https://images.gr-assets.com/books/1258305845m/367441.jpg,367441,3.94,58,3,https://www.goodreads.com/book/show/367441._,Poetry,per,375
ساراییسم,,"s`dt abd mjmw`h y z sh`r syd Hmd Hsyny st khh b rwyt w lHn sh`r rng tzhy bh khwd grfth st. yn mjmw`h shml khwnsh yzdh sh`r z khtbhy <>w <>my bshd khh b khnr hm qrr grftn, trkhyb khSy r pdyd awrdh st.
bry dryft yn mjmw`h w shnydn bkhshy z khtb hy "" chsby bh nm zkhm"" w "" sryysm"" b Sdy sh`r bh adrs zyr mrj`h khnyd :
http://www.navaar.ir/audiobook/177/ s...",https://images.gr-assets.com/books/1347183082m/15997986.jpg,15997986,3.79,58,10,https://www.goodreads.com/book/show/15997986,Poetry,per,88
مردی که نرفته است بر میگردد,,,https://images.gr-assets.com/books/1368981546m/17934991.jpg,17934991,3.24,58,10,https://www.goodreads.com/book/show/17934991,Poetry,per,96
آیینه ای برای صداها,,"hft dftr sh`r :
zmzmhh
shbkhwny
z zbn brg
dr khwchhbGhy nshbwr
mthl i drkht dr shb i brn
z bwdn w srwdn
bwy jwy mwlyn",https://images.gr-assets.com/books/1431697989m/72973.jpg,72973,4.19,57,11,https://www.goodreads.com/book/show/72973._,Poetry,per,0
Mensagem - Poemas Esotéricos,,"Mensagem e o unico livro de poemas de Fernando Pessoa publicado em portugues durante a sua vida. E tambem ""realmente um so poema"", como escreveu, dada a unidade perfeita conseguida pelo seu canto das grandezas passadas da nacao - que se reflectem no futuro, potenciadas pelo Quinto Imperio.
Sem a simetria de composicao nem a vastidao narrativa da epopeia classica, e a obra minimal de um Supra-Camoes concentrado na construcao de um mito, o de D. Sebastiao, entendido como a sintese da ousadia dos herois anteriores e como a promessa de um ""dia claro"" por vir.",https://images.gr-assets.com/books/1353519295m/592221.jpg,592221,4.2,3348,32,https://www.goodreads.com/book/show/592221.Mensagem_Poemas_Esot_ricos,Poetry,por,532
Poemas de Álvaro de Campos,,,https://images.gr-assets.com/books/1271789085m/8070004.jpg,8070004,4.57,1086,15,https://www.goodreads.com/book/show/8070004-poemas-de-lvaro-de-campos,Poetry,por,336
Toda Poesia,,"Este volume percorre, pela primeira vez, a trajetoria poetica completa do autor curitibano, mestre do verso lapidar e da astucia. Livros hoje classicos como Distraidos venceremos e La vie en close, alem de raridades como Quarenta clics em Curitiba e versos ja fora de catalogo estao agora novamente a disposicao dos leitores, com inedito apuro editorial.
O haikai, a poesia concreta, o poema-piada oswaldiano, o slogan e a cancao - nada parece ter escapado ao ""samurai malandro"", que demonstra, com beleza e vigor, por que tem sido um dos poetas brasileiros mais lidos e celebrados das ultimas decadas. Com apresentacao da poeta (e sua companheira por duas decadas) Alice Ruiz S, posfacio do critico e compositor Jose Miguel Wisnik, e um apendice que reune textos de, entre outros, Caetano Veloso, Haroldo de Campos e Leyla Perrone-Moises, Toda poesia e uma verdadeira aventura - para a inteligencia e a sensibilidade.",https://images.gr-assets.com/books/1362234105m/17455042.jpg,17455042,4.38,869,34,https://www.goodreads.com/book/show/17455042-toda-poesia,Poetry,por,424
A Rosa do Povo,,"'Rosa do povo' reune 55 poemas escritos em dois anos (1943-1945), enquanto transcorria a Segunda Guerra Mundial. O livro possui poemas longos que usam ate recursos dramaticos, como 'O caso do vestido'. Em varios desses poemas recupera a narratividade, o contar uma historia. Entre os poemas do livro, estao 'A flor e a nausea', 'Procura da poesia', 'Nova cancao do exilio', 'Morte do leiteiro' e 'Mario de Andrade desce aos infernos'.",https://images.gr-assets.com/books/1458753839m/2534575.jpg,2534575,4.27,860,12,https://www.goodreads.com/book/show/2534575.A_Rosa_do_Povo,Poetry,por,240
Outros jeitos de usar a boca,,"'outros jeitos de usar a boca' e um livro de poemas sobre a sobrevivencia. Sobre a experiencia de violencia, o abuso, o amor, a perda e a feminilidade. O volume e dividido em quatro partes, e cada uma delas serve a um proposito diferente. Lida com um tipo diferente de dor. Cura uma magoa diferente. Outros jeitos de usar a boca transporta o leitor por uma jornada pelos momentos mais amargos da vida e encontra uma maneira de tirar delicadeza deles. Publicado inicialmente de forma independente por Rupi Kaur, poeta, artista plastica e performer canadense nascida na India - e que tambem assina as ilustracoes presentes neste volume -, o livro se tornou o maior fenomeno do genero nos ultimos anos nos Estados Unidos, com mais de 1 milhao de exemplares vendidos.",https://images.gr-assets.com/books/1488294715m/34091088.jpg,34091088,4.23,464,43,https://www.goodreads.com/book/show/34091088-outros-jeitos-de-usar-a-boca,Poetry,por,204
Libertinagem / Estrela da Manhã,,"Giulia Lanciani y otros investigadores brasilenos e italianos forman esta edicion critica que tiene como uno de sus principales objetivos hacer una revision de la vida y obra de Bandeira, a partir del estudio de la experimentacion poetica y su concrecion en la elaboracion de la obra. El libro contiene manuscritos facsimilares, correspondencia, cuadernos de trabajo, referencias de otros escritores, un archivo fotografico y una cronologia hecha por el mismo poeta.",https://images.gr-assets.com/books/1390883944m/2828907.jpg,2828907,4.26,457,5,https://www.goodreads.com/book/show/2828907-libertinagem-estrela-da-manh,Poetry,por,64
Eu Me Chamo Antônio,,"Antonio e o personagem de um romance que esta sendo escrito e vivido. Frequentador assiduo de bares, ele despeja comentarios sobre a vida -- suas alegrias e tristezas -- em desenhos e frases escritas em guardanapos, com grandes doses de irreverencia e pitadas de poesia. Antonio e perito nas artes do amor, esta sempre atento aos detalhes dos encontros e desencontros do coracao. Quando esta apaixonado, se sente nas nuvens e nada parece ter maior importancia, e, quando as coisas nao saem como esperado, e capaz de enxergar nas decepcoes um aprendizado para seguir adiante. Do balcao do bar, onde Antonio se apoia para escrever e desenhar, ele ve tudo acontecer, observa os passantes, aceita conversas despretensiosas por ai e atrai olhares de curiosos. Caso falte alguem especial a seu lado (situacao bastante comum), Antonio sempre se acomoda na companhia dos muitos chopes pela madrugada. A mente por tras de Antonio e Pedro Gabriel. Em outubro de 2012, ele inaugurou a pagina Eu me chamo Antonio no Facebook para compartilhar o que rabiscava com caneta hidrografica em guardanapos nas noites em que batia ponto no Cafe Lamas, um dos mais tradicionais bares do Rio de Janeiro. Em seu primeiro livro, Pedro apresenta historias vividas por seu alter ego, desde a cuidadosa aproximacao da pessoa desejada, o encantamento e a paixao, ate o sofrimento provocado pela ausencia e a dor da perda. Os guardanapos que inspiram milhares de pessoas na internet agora estao reunidos numa caprichada edicao, novo lancamento da Intrinseca.",https://images.gr-assets.com/books/1412356148m/19107353.jpg,19107353,3.82,394,19,https://www.goodreads.com/book/show/19107353-eu-me-chamo-ant-nio,Poetry,por,192
Eu e Outras Poesias,,"(...)
Toma um fosforo. Acende teu cigarro!
O beijo, amigo, e a vespera do escarro,
A mao que afaga e a mesma que apedreja.
Se a alguem causa inda pena a tua chaga,
Apedreja essa mao vil que te afaga,
Escarra nessa boca que te beija
(""Versos intimos"" - 1901)
Augusto dos Anjos (1884-1914) foi ignorado pela critica do comeco do seculo. Se alguma excecao se abriu, foi para reputa-lo como autor de versos estapafurdios e aberrantes. Nas decadas seguintes acabou reconhecido como um dos mais admirados e originais poetas brasileiros. Este volume inclui Eu (1912), unico livro publicado em vida, e outras poesias publicadas de maneira esparsa. Augusto dos Anjos e, certamente, o precursor da moderna poesia brasileira, poesia esta que daria seu voo somente em 1922, na celebre Semana da Arte Moderna.",https://images.gr-assets.com/books/1495958113m/2755882.jpg,2755882,4.31,388,5,https://www.goodreads.com/book/show/2755882-eu-e-outras-poesias,Poetry,por,242
Uma Viagem à Índia,,"A primeira epopeia portuguesa do seculo XXI.
Imagine uma aventura da mesma magnitude de Os Lusiadas, mas que fosse escrita hoje. Um homem que faz uma viagem a India, tentando aprender e esquecer no mesmo movimento, tracando um itinerario de uma certa melancolia contemporanea. E assim que os grandes criticos tem definido este livro, escrito por Goncalo M. Tavares, um dos mais aclamados escritores portugueses da nova geracao.",https://images.gr-assets.com/books/1334357102m/10696348.jpg,10696348,4.22,361,31,https://www.goodreads.com/book/show/10696348-uma-viagem-ndia,Poetry,por,456
Antídoto,,"""Antidoto"", de Jose Luis Peixoto, e uma novela de contos inspirada no universo musical do disco ""The Antidote"" (Century Media, 2003) dos Moonspell. Dois antidotos para um mesmo veneno.",https://images.gr-assets.com/books/1261513619m/3265350.jpg,3265350,3.9,330,13,https://www.goodreads.com/book/show/3265350-ant-doto,Poetry,por,89
Lunário,,"Seguimos Beno a par e passo, escutando-lhe as narrativas, as paixoes efemeras, a vida boemia, as noites de amor e de dialogos secretos. ""Naqueles anos, todos eles se tinham movido sem saberem muito bem se acordariam na manha seguinte. Viviam numa febre constante, numa vertigem, num excesso permanente. Era preciso viver depressa e morrer, de preferencia, ainda jovem. Nenhum deles alimentava projectos ou ambicionava fosse o que fosse. Era-lhes indiferente estar vivo ou morto. Mantinham-se nesse lugar mal iluminado e sem saida: a vida.
Uns tinham fugido de casa dos pais, outros tinham-se exilado voluntariamente do mundo. Viviam espalhados por apartamentos de suburbio, ou tinham viajado para paises distantes de onde raramente regressavam. E, dos que ficaram, nenhum possuia uma ideia precisa daquilo que seria necessario fazer para nao sucumbir em tamanha desolacao. Nenhum deles tentara sequer explicar aos outros que estranho vazio que se apoderara de si.Restava-lhes a amizade e a cumplicidade de alguma paixao para resistirem ao caos devorador da cidade, e a moleza quase beata da 'geracao' a que se recusavam pertencer"", escreve Al Berto em ""Lunario"".",https://images.gr-assets.com/books/1305219085m/4630572.jpg,4630572,4.29,320,24,https://www.goodreads.com/book/show/4630572-lun-rio,Poetry,por,168
Um Útero é do Tamanho de um Punho,,"Em seu segundo livro, a gaucha Angelica Freitas reune 35 poemas marcados por uma visao critica extremamente original, animada por um humor que deixa o leitor em suspenso entre a seriedade e o riso. Os versos precisos revelam o dominio da poeta sobre a linguagem.
Um utero e do tamanho de um punhotem a mulher como centro tematico: procurando definir que figura feminina e essa que nossa cultura trata de desenhar e que se desconstroi incessantemente, a autora questiona de um lado o mundo, de outro a propria identidade.
Angelica Freitas estabelece uma relacao sutil entre os poemas, de modo que sua voz se torna mais contundente ao longo da leitura. Depois de Rilke shake(2007), a poeta mostra amadurecimento e se destaca como uma das vozes mais vigorosas da poesia brasileira contemporanea.",https://images.gr-assets.com/books/1453898187m/16128472.jpg,16128472,3.81,314,23,https://www.goodreads.com/book/show/16128472-um-tero-do-tamanho-de-um-punho,Poetry,por,96
O Medo,,"O Medo, uma antologia do trabalho de Al Berto desde 1974 a 1986, e editado pela primeira vez em 1987.
Este veio a tornar-se no trabalho mais importante da sua obra e o seu definitivo testemunho artistico, sendo adicionados em posteriores edicoes novos escritos do autor, mesmo apos a sua morte. (Documenta poetica)",https://images.gr-assets.com/books/1259972444m/1720440.jpg,1720440,4.67,267,5,https://www.goodreads.com/book/show/1720440.O_Medo,Poetry,por,635
Claro Enigma,,,https://images.gr-assets.com/books/1469132606m/5983345.jpg,5983345,4.16,259,11,https://www.goodreads.com/book/show/5983345-claro-enigma,Poetry,por,173
Horto De Incêndio,,"Entrevista a Al Berto, a proposito da edicao de Horto de Incendio,
a Manuel Herminio Monteiro
Em Marco de 1997, o editor Manuel Herminio Monteiro entrevista o poeta Al
Berto, a proposito da edicao daquele que viria a ser o seu ultimo livro de poemas
originais publicado, Horto de Incendio. O poeta faleceria em Julho desse ano.
Esta curta entrevista, com um evidente caracter de urgencia, foi feita como
complemento do seu ultimo livro Horto de Incendio. Nao esperava tanta
brevidade nas respostas. Hoje, parece-me, faz todo o sentido. Como julgo natural
que a grande maioria dos leitores de Al Berto sejam jovens que viam nele a
intensidade chispante de um cantor rock deambulando pelas noites de Lisboa
com uma disponibilidade de dialogo e de corpo inexcediveis. Por isso se nos
torna dificil ver uma Lisboa tardia sem a sua presenca, o seu sorriso e as suas
historias envolventes. Sem os seus textos para os catalogos de artistas amigos.
As inumeras leituras publicas sempre repletas de gente jovem, que acorria para
ouvir o homem a quem <>. Mas quem melhor o
conhecia era o mar e os barcos que <>.
Outubro de 1997
1 - Ha bastante tempo que nao publicavas e no entanto este livro, ate pelo titulo,
tem um caracter de urgencia. Porque?
Telegrama 1: Todos os meus livros tiveram sempre um caracter de urgencia.
Porque ao terminar um livro nunca tive a certeza que um outro se seguisse. Cada
um deles esta intrinsecamente ligado a um momento da minha vida. A vida e os
livros acontecem... Stop.
2 - Ha os poemas <>, <>, <>, <>, <>. E
um livro triste, tragico quase apocaliptico?
Telegrama 2: Nao podia ser de outra maneira. Veja-se os tempos que correm,
tempos de manipulacao e de enxertia, tempos de metamorfose maligna e
hipocrisia. Ja nao ha cidadaos, mas contribuintes - o que quer dizer que o corpo
foi substituido por uma serie de algarismos. Stop.
3 - A segunda parte, <>foi dito em voz alta no Coliseu dos
Recreios de Lisboa. Ao escreveres existe alguma vontade de que as tuas palavras
sejam ",https://images.gr-assets.com/books/1259854992m/1720443.jpg,1720443,4.4,251,8,https://www.goodreads.com/book/show/1720443.Horto_De_Inc_ndio,Poetry,por,78
Folhas Caídas,,"Uma obra poetica da maturidade literaria dum escritor e do ocaso de um apaixonado, nem por isso menos veemente e menos verdadeira.",https://images.gr-assets.com/books/1509578980m/8882181.jpg,8882181,3.62,239,5,https://www.goodreads.com/book/show/8882181-folhas-ca-das,Poetry,por,131
Poesia de Fernando Pessoa,,"A presente edicao reproduz integralmente a obra Poesia de Fernando Pessoa Introducao e Seleccao de Adolfo Casais Monteiro, 2a edicao, 1945, Editorial Confluencia, Lisboa. Trata-se de uma compilacao abrangente e criteriosamente seleccionada, que compreende todas as facetas da obra de Fernando Pessoa. Nela se encontram reunidos os momentos mais significativos da sua poesia ortonima bem como da dos seus principais heteronimos Alberto Caeiro, Ricardo Reis e Alvaro de Campos. De extremo interesse e ainda a inclusao nesta obra da carta sobre a origem dos heteronimos que o poeta escreveu a Casais Monteiro. Dirigida por um profundo conhecedor do universo pessoano, esta antologia oferece-nos ainda uma introducao que constitui, a todos os titulos, uma perspectiva enriquecedora da obra daquele que e um dos poetas maiores da literatura portuguesa.",https://images.gr-assets.com/books/1499611194m/118457.jpg,118457,4.53,238,4,https://www.goodreads.com/book/show/118457.Poesia_de_Fernando_Pessoa,Poetry,por,0
Obra poética de Fernando Pessoa,,",,Eu sunt un pagan decadent din timpul toamnei Frumusetii /.../ mistic intelectual al tristei rase de neo-platonicieni din Alexandria."" (Fernando Pessoa)
,,Angloman, miop, curtenitor, timid, invesmantat in culori sumbre, reticent si familiar, cosmopolit predicand nationalismul, investigator solemn al lucrurilor futile, umorist care nu surade nicicand, dar ne ingheata sangele, inventatorul de alti poeti si distrugatorul de sine insusi, autor de paradoxuri clare ca apa limpede si la fel ca ea de vertiginos, caci pentru el a simula inseamna a se cunoaste pe sine, misterios, dar fara sa cultive misterul, misterios ca luna la amiaza, fantoma taciturna a sudului portughez, cine este Fernando Pessoa?"" (Octavio PAZ)
,,Cazul acestui scriitor portughez intriga de mai bine de o jumatate de veac, pe masura ce au devenit perceptibile dimensiunile halucinante ale proiectului sau de viata si de creatie, ambitia lui de a se multiplica printr-un soi de familie infinita. Faptul ca a scris enorm de mult, in mai multe genuri literare, sub cateva zeci de nume diferite inca nu ar fi fost decat o exceptionala performanta cantitativa. Dar ambitia de a-si multiplica propria personalitate intr-un proces de permanente transmutari, pare ea insasi o <>pe care numai limita biologica a putut-o opri. Proiectul sau <>a devenit treptat exemplul unic de fictiune somatizata care in literatura mondiala ii poarta numele."" (Dinu FLAMAND)
Antologia de fata contine principalele poeme semnate de Fernando Pessoa el insusi, dar si o buna parte din poemele atribuite de el lui Alberto Caeiro, Ricaerdo Reis si Alvaro de Campos, precum si texte critice, scrisori si eseuri prin care membrii acestei vaste familii se comentau unii pe altii.
Antologie, traducere din portugheza, prefata, tabel cronologic si note de Dinu Flamand",https://images.gr-assets.com/books/1304611736m/2706530.jpg,2706530,4.77,234,3,https://www.goodreads.com/book/show/2706530-obra-po-tica-de-fernando-pessoa,Poetry,por,842
Nova Antologia Poética,,"Vinicius de Moraes tinha o ""folego dos romanticos"" e a ""liberdade dos modernos"", na expressao de Manuel Bandeira, que participou da edicao da primeira antologia do autor no comeco dos anos 50. Cinco decadas depois, uma outra selecao de seus poemas vem a luz. A Nova antologia poetica lanca um olhar renovado sobre a producao de um dos poetas que mais influenciaram a cultura brasileira do seculo XX, tanto na literatura quanto na musica popular.
A poesia de Vinicius de Moraes (1913-1980) e comumente dividida em duas fases distintas e antagonicas. A primeira, resultante de suas conviccoes cristas, costuma ser definida como transcendental, metafisica e, muitas vezes, mistica. A outra representaria um ""movimento de aproximacao do mundo material, com a dificil mas consistente repulsa ao idealismo dos primeiros anos"", segundo o proprio poeta.
Antonio Cicero e Eucanaa Ferraz rejeitam as leituras cristalizadas e os lugares comuns que se formaram em torno da obra do autor. O resultado e uma selecao que servira tanto para apresentar Vinicius aos leitores nao iniciados, como para oferecer ao publico familiarizado com sua obra uma nova chave de compreensao.
A pertinencia da nova coletanea pode ser explicada por uma declaracao de Drummond: ""Daqui a vinte, trinta anos, uma nova geracao julgara estetica e nao emocionalmente o poeta, com uma isencao que nao somos capazes de ter. Eu acredito que a poesia dele sobrevivera, independentemente de modas e teorias, porque responde a apelos e necessidades de todo ser humano"".
A Nova antologia poetica foi lancada como parte da comemoracao dos 90 anos de nascimento do poeta. Vinicius chega ao seculo XXI como o autor de uma poesia viva e apaixonada, que, nas palavras do professor e critico Antonio Candido, ""combina de maneira admiravel o requinte da fatura com a expressao integra das emocoes"".",https://images.gr-assets.com/books/1361742274m/3143556.jpg,3143556,3.94,222,5,https://www.goodreads.com/book/show/3143556-nova-antologia-po-tica,Poetry,por,256
Carlos Drummond De Andrade: Poesia Completa,,"Esta obra e uma edicao comemorativa do centenario do nascimento de Carlos Drummond de Andrade, seguida das disposicoes deixadas por ele. Drummond organizou pessoalmente em pastas titulos de sua vasta obra poetica desde sua obra de estreia 'Alguma poesia' ate 'A paixao medida'. Todos os livros, reunidos neste volume unico, foram alinhados em ordem cronologica.",https://images.gr-assets.com/books/1391457586m/570147.jpg,570147,4.61,219,7,https://www.goodreads.com/book/show/570147.Carlos_Drummond_De_Andrade,Poetry,por,1600
Pó de Lua,,"Em 2011, discretamente, a publicitaria Clarice Freire criou no Facebook uma pagina para reunir seus escritos e desenhos. Batizou-a como Po de Lua, sua receita infalivel ""para tirar a gravidade das coisas"". Desde entao, ela vem conquistando uma legiao de fas fieis e engajados, que se encantaram com a delicadeza de seus pensamentos, seu humor sutil e o traco despretensioso, que combina desenho e ate fragmentos de palavras. Entre eles, estao personalidades como a atriz Grazi Massafera
e a apresentadora Ticiane Pinheiro. Da internet para as paginas de um livro, foi mais um salto para a jovem autora recifense, de apenas 26 anos. Ela surpreende seus admiradores com uma proposta diferente. Po de lua, o livro, tem o formato de um dos cadernos moleskine em que Clarice exercita sua criatividade. Inspirada pelas quatro fases da lua - minguante, nova, crescente e cheia - ela trata em frases concisas e certeiras de sentimentos como a saudade, o medo, a paixao e a alegria, sempre em sua caligrafia caracteristica, ilustradas com muitos desenhos.
Po de lua e um fenomeno nas redes sociais, com mais de um milhao de seguidores no Facebook.",https://images.gr-assets.com/books/1414589422m/22742447.jpg,22742447,4.21,219,11,https://www.goodreads.com/book/show/22742447-p-de-lua,Poetry,por,192
O Livro do Desassossego,,"Neste livro tao sedutor quando surpreendente, Fernando Pessoa da voz a Bernardo Soares, ajudante de guarda-livros na cidade de Lisboa, uma personalidade literaria que ora coincide com o seu criador, ora se distancia, atraves de fragmentos em que se cruzam temas e vozes dos multiplos heteronimos. O Livro do Desassossego surge como diario intimo feito de impressoes, devaneios, apontamentos, entre a poesia do quotidiano mais banal e a reflexao metafisica. Qualificada pelo autor como ""autobiografia de quem nunca existiu"", e uma obra imprescindivel para a compreensao do poeta e que oferece alguma da mais bela prosa da lingua portuguesa.",https://images.gr-assets.com/books/1364569224m/7242507.jpg,7242507,4.5,216,9,https://www.goodreads.com/book/show/7242507-o-livro-do-desassossego,Poetry,por,384
A Morte Melancólica do Rapaz Ostra & Outras Estórias,,"Depois do sucesso no cinema, o realizador Tim Burton apresenta-nos A Morte Melancolica do Rapaz Ostra, que reune 23 historias para miudos e graudos, em que as personagens sao herois especiais, sem super- -poderes, meros sobreviventes num mundo sem amor. Construidas com um humor sinistro, estas historias sao profusamente ilustradas por belissimas gravuras que retratam de forma exempla",https://images.gr-assets.com/books/1396306423m/4606874.jpg,4606874,4.13,196,16,https://www.goodreads.com/book/show/4606874-a-morte-melanc-lica-do-rapaz-ostra-outras-est-rias,Poetry,por,125
Ligue os Pontos: Poemas de Amor e Big Bang,,"Um dos criadores do Porta dos Fundos, Gregorio Duvivier comprova com Ligue os pontos que tambem e um otimo poeta. E isto nao e uma piada.
Com mais de 400 milhoes de visualizacoes em pouco mais de um ano, os videos do coletivo Porta dos Fundos transformaram a maneira de fazer rir no Brasil. Um dos maiores responsaveis por esse sucesso e sem duvida o ator e roteirista Gregorio Duvivier, que tem revelado grande habilidade em transformar a tragicomedia da vida contemporanea numa provocativa salada de gags que misturam absurdo e realidade.
Ligue os pontos mostra que, para alem da prosa humoristica, o tratamento ludico das palavras pode render poesia de qualidade. Refinada no curso de Letras da PUC-Rio -- e elogiada por autoridades como Millor Fernandes, Paulo Henriques Britto e Ferreira Gullar --, a escrita poetica de Duvivier tem foco na importancia descomunal dos momentos insignificantes do cotidiano.
Flashes pungentes e ironicos da adolescencia -- o autor e um expoente da ""geracao do bug do milenio"" --, o misterio da criacao, as palavras e suas relacoes inusitadas, a experiencia do amor vivido enfim como gente grande, a transitoriedade de tudo: tendo a geografia sentimental do Rio de Janeiro como pano de fundo, a constelacao de poemas de Ligue os pontos revela uma diccao marcadamente individual, que flerta, contudo, com o melhor da tradicao carioca nonchalante, e extrai do dia a dia compartilhado imagens de desconcertante beleza.",https://images.gr-assets.com/books/1431037250m/18744689.jpg,18744689,3.72,184,10,https://www.goodreads.com/book/show/18744689-ligue-os-pontos,Poetry,por,88
O Anjo Mudo,,,https://images.gr-assets.com/books/1386632639m/7203615.jpg,7203615,4.25,168,8,https://www.goodreads.com/book/show/7203615-o-anjo-mudo,Poetry,por,155
Poesia de Ricardo Reis,,"Poemas de Fernando Pessoa publicados nas revistas Athena e Presenca e outras Odes.
""Esta edicao da Poesia de Ricardo Reis reune as odes publicadas em vida de Fernando Pessoa nas revistas Athena (1924) e Presenca (1927-1933), bem como todas as outras odes e poemas, atribuidos (ou atribuiveis) a Ricardo Reis, publicados postumamente. Da ainda a conhecer uma ode inedita.
Em Apendice, incluem-se alguns fragmentos lapidares (provaveis futuros versos de um poema a desenvolver) e alguns poemas lacunares, cuja falta de uma ou duas palavras nao inviabiliza, porem, o sentido integral.
Incluem-se tambem, em Apendice, vinte e quatro versoes variantes de dezoito poemas.
(...) Deste confronto, resultam, em muitos casos, novas leituras ou propostas de leitura e, consequentemente, estamos em crer, uma melhor adequacao a ""verdade"" do texto ricardiano.""
Manuela Parreira da Silva, in Phala.",https://images.gr-assets.com/books/1361225057m/10861639.jpg,10861639,4.28,167,5,https://www.goodreads.com/book/show/10861639-poesia-de-ricardo-reis,Poetry,por,240
